name,location,Date,Rating,Review,Image_Links,clean_text
Kelly,"Altamonte Springs, FL","Reviewed June 9, 2016",2.0,"I truly enjoy the Starbucks experience. I'm a huge coffee fan and love your atmosphere and your employees are great. However, your cups leak. I mainly stop into your store in Winter Park, FL on my way to my office in the mornings. When I do stop in I'm dressed for work. Inevitably your cups leak around the lid. I've smartened up and now hold a napkin up under the lip of the lid but honestly, as much as we pay for a regular cup of Joe we shouldn't have to worry about the lid leaking on our work clothes. ",['No Images'],i truly enjoy the starbucks experience im a huge coffee fan and love your atmosphere and your employees are great however your cups leak i mainly stop into your store in winter park fl on my way to my office in the mornings when i do stop in im dressed for work inevitably your cups leak around the lid ive smartened up and now hold a napkin up under the lip of the lid but honestly as much as we pay for a regular cup of joe we shouldnt have to worry about the lid leaking on our work clothes
Kim,"Vancouver, WA","Reviewed June 1, 2016",1.0,"Over the past couple of years, I've noticed several things. First, the shots of espresso are not full anymore. Second, the cups are not full anymore. Third, consistency is not the same throughout all stores. These are reason enough to go somewhere else. Let alone the company changing its free drink program so you have to spend a hefty dollar amount to get a free drink. I really think the company thinks we are all stupid!",['No Images'],over the past couple of years ive noticed several things first the shots of espresso are not full anymore second the cups are not full anymore third consistency is not the same throughout all stores these are reason enough to go somewhere else let alone the company changing its free drink program so you have to spend a hefty dollar amount to get a free drink i really think the company thinks we are all stupid
chris,"Los Angeles, CA","Reviewed May 30, 2016",1.0,"Today is 05/29/2016. I would like to make a complaint about the 5:00 Starbucks shift on this date at this time. I was cheated out of my change (money) on this day by one of the workers and I was told it is a policy by the manager or supervisor named ** that I am not able to get refill with lemonade inside of my tea at this particular location on 1258 South La Brea Ave; Los Angeles, CA 90019-1628, Telephone 323-934-2408 even though I paid the $0.50 fee. I am not a new customer and whoever these workers are that worked today on this shift is not good workers. The workers are currently not being supervised if they are dancing while at work and treating clients inappropriately. No refills? Saying that is not company policy seems like an lie. Every other Starbucks I go to allow refills. Thank you. Also restroom needs to be cleaned. There was urine all over the toilet. Thank you.",['No Images'],today is i would like to make a complaint about the starbucks shift on this date at this time i was cheated out of my change money on this day by one of the workers and i was told it is a policy by the manager or supervisor named that i am not able to get refill with lemonade inside of my tea at this particular location on south la brea ave los angeles ca telephone even though i paid the fee i am not a new customer and whoever these workers are that worked today on this shift is not good workers the workers are currently not being supervised if they are dancing while at work and treating clients inappropriately no refills saying that is not company policy seems like an lie every other starbucks i go to allow refills thank you also restroom needs to be cleaned there was urine all over the toilet thank you
Ray,"Rocklin, CA","Reviewed May 27, 2016",1.0,"Again after 2-3 weeks again went to the Starbucks close by to get a coffee. I had been there more often before but because the 2 Starbucks around me offering boiled and muddy coffee I have avoided going there. Today again I went there. I asked if it is fresh. She said ""just made it, yes it is fresh"" then had to get the last drop off the container poured in the cup and gave it to me. It was so muddy and bad taste so I threw it away. I had paid already. Her manager was there but didn't allow barista to brew fresh coffee.",['No Images'],again after weeks again went to the starbucks close by to get a coffee i had been there more often before but because the starbucks around me offering boiled and muddy coffee i have avoided going there today again i went there i asked if it is fresh she said just made it yes it is fresh then had to get the last drop off the container poured in the cup and gave it to me it was so muddy and bad taste so i threw it away i had paid already her manager was there but didnt allow barista to brew fresh coffee
Juan Paolo,"Quezon City, Other","Reviewed May 26, 2016",4.0,"On the occasions that I would find myself visiting a Starbucks, I can't help but notice how friendly the staff are to the customers. Their always nice, polite and very willing to assist in making your stay a pleasing experience. It's no wonder friends (especially those who do post graduate studies) always go back to their favorite Starbucks branch. They're even chums with the baristas. I hope they keep it up. If they do, then getting my favorite Soymilk Chai Tea Latte will always be a pleasurable and awesome experience.",['No Images'],on the occasions that i would find myself visiting a starbucks i cant help but notice how friendly the staff are to the customers their always nice polite and very willing to assist in making your stay a pleasing experience its no wonder friends especially those who do post graduate studies always go back to their favorite starbucks branch theyre even chums with the baristas i hope they keep it up if they do then getting my favorite soymilk chai tea latte will always be a pleasurable and awesome experience
kym,"Portand, OR","Reviewed May 22, 2016",1.0,I have been going to the Starbucks on SE 102nd and stark located in Portland Oregon for approx. 3 years. I normally don't write reviews but this is outrageous. And this has happened twice to me and 3 times to my coworker. The smart ass young lady who wears the headset and receives payment when you pick up your order has the worst customer service that I have ever experienced in my life. I do a lot of traveling for business etc. I'm not the only one that has noticed this behavior by this particular young lady. Please send her back to customer care school for training. We placed our order Sunday 5/22/2016 approx. 1-1:30pm.,['No Images'],i have been going to the starbucks on se nd and stark located in portland oregon for approx years i normally dont write reviews but this is outrageous and this has happened twice to me and times to my coworker the smart ass young lady who wears the headset and receives payment when you pick up your order has the worst customer service that i have ever experienced in my life i do a lot of traveling for business etc im not the only one that has noticed this behavior by this particular young lady please send her back to customer care school for training we placed our order sunday approx pm
Michael,"Taytay, Other","Reviewed May 22, 2016",5.0,"I came from a province in the Philippines known for drinking coffee. I can't go on for a day without coffee. I would have migraines if I don't get my dose of caffeine. I always order the Americano from them. Aside from the taste of their coffee, the Starbucks experience is what makes it special to me, the ambiance of each store, the aroma of coffee once you enter the store, the way the baristas greet you and address you using your first names. Even if we have free brewed coffee at work, I still get my dose of coffee from Starbucks.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_75690_thumbnail.jpg'],i came from a province in the philippines known for drinking coffee i cant go on for a day without coffee i would have migraines if i dont get my dose of caffeine i always order the americano from them aside from the taste of their coffee the starbucks experience is what makes it special to me the ambiance of each store the aroma of coffee once you enter the store the way the baristas greet you and address you using your first names even if we have free brewed coffee at work i still get my dose of coffee from starbucks
C.,"Muntinlupa, Other","Reviewed May 22, 2016",4.0,"I'm not really a coffee connoisseur, but hands down Starbucks is my favorite coffee place. My go-to drink is their mocha frappe which is to die for. The staff is always very polite, and the best part is: they always get my name right! The only problem would be that Starbucks is so popular everywhere that it is always overflowing with people. It's very hard find a seat, especially during peak hours. Because there are so many people all the time, it's not as quiet as I would want it to be. And it's been said by many reviewers worldwide that their coffee is so overpriced. That's why I don't make it a habit to go there, only when I feel like treating myself to premium coffee.",['No Images'],im not really a coffee connoisseur but hands down starbucks is my favorite coffee place my goto drink is their mocha frappe which is to die for the staff is always very polite and the best part is they always get my name right the only problem would be that starbucks is so popular everywhere that it is always overflowing with people its very hard find a seat especially during peak hours because there are so many people all the time its not as quiet as i would want it to be and its been said by many reviewers worldwide that their coffee is so overpriced thats why i dont make it a habit to go there only when i feel like treating myself to premium coffee
Myrich,"Antipolo, Other","Reviewed May 1, 2016",4.0,"Their coffee is great. My favorite variant is the chocolate chip cream. However, the prices are ROCKET HIGH!!! Their prices ranges from 110 to 165 pesos. I can't get what I pay for... Nevertheless, if you want a great coffee experience and you have the sufficient money to buy ""luxury coffee""... I STRONGLY SUGGEST Starbucks.","['https://media.consumeraffairs.com/files/cache/reviews/starbucks_71927_thumbnail.jpg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_71930_thumbnail.jpg']",their coffee is great my favorite variant is the chocolate chip cream however the prices are rocket high their prices ranges from to pesos i cant get what i pay for nevertheless if you want a great coffee experience and you have the sufficient money to buy luxury coffee i strongly suggest starbucks
Danil,"Quezon City, Other","Reviewed April 24, 2016",3.0,"I and my friend went to Starbucks near our office last Friday. The guard was very nice and opened the door for us. He greeted us as we enter the establishment. I am not really a coffee lover and it was, I think, years ago since the last time I stepped into Starbucks. The smell and ambiance of the store is really good. It's very soothing, energizing, and delicious. ",['No Images'],i and my friend went to starbucks near our office last friday the guard was very nice and opened the door for us he greeted us as we enter the establishment i am not really a coffee lover and it was i think years ago since the last time i stepped into starbucks the smell and ambiance of the store is really good its very soothing energizing and delicious
Tim,"Roanoke, VA","Reviewed April 18, 2016",1.0,"I'm sure you've heard a lot of feedback on the Stars program, but I want to point out two very important things (to me) about what you have done to your loyal customers. First, the new Stars program makes it more difficult and certainly more expensive to achieve rewards. Before the change, my go-to beverage cost me $4.62 (ridiculous) and earned me one star. Every 12th beverage was free, making the cost for before the free reward (assuming I ordered the same thing most times) $50.82. Again, ridiculous. ",['No Images'],im sure youve heard a lot of feedback on the stars program but i want to point out two very important things to me about what you have done to your loyal customers first the new stars program makes it more difficult and certainly more expensive to achieve rewards before the change my goto beverage cost me ridiculous and earned me one star every th beverage was free making the cost for before the free reward assuming i ordered the same thing most times again ridiculous
DAISY,"Milpitas, CA","Reviewed April 11, 2016",4.0,"It was the worst, worst customer service experience that I've encountered at one of the Starbucks store on Curtner, San Jose, CA (store #13937). Today, I went in to purchase an Americano inside Curtner Starbucks and asked for the non-fat milk for my coffee. However, the store manager, **, told me that he had to charge me extra, according to the ""milk policy""??? As a loyal member of Starbucks for more than 3 years, I always purchase my coffee at Starbucks wherever I go but have never experienced anything like this, specifically the ""milk policy"". I love Starbucks and I always advise many of my friends and family to visit because I truly believe of what its company has claimed to always provide, the best customer service experiences for every visit to its members. However, after today, I really have a different perspective. I think it's really unethical and inappropriate, and I surely believe this would be my last experience with Starbucks.",['No Images'],it was the worst worst customer service experience that ive encountered at one of the starbucks store on curtner san jose ca store today i went in to purchase an americano inside curtner starbucks and asked for the nonfat milk for my coffee however the store manager told me that he had to charge me extra according to the milk policy as a loyal member of starbucks for more than years i always purchase my coffee at starbucks wherever i go but have never experienced anything like this specifically the milk policy i love starbucks and i always advise many of my friends and family to visit because i truly believe of what its company has claimed to always provide the best customer service experiences for every visit to its members however after today i really have a different perspective i think its really unethical and inappropriate and i surely believe this would be my last experience with starbucks
Jennifer,"Austin, TX","Reviewed April 8, 2016",1.0,I go by Starbucks every morning and buy the protein bistro box and seems that sometimes the boxes have been opened and snacked out of. I pay a lot for me to only get 5 grapes and 2 apples.,['No Images'],i go by starbucks every morning and buy the protein bistro box and seems that sometimes the boxes have been opened and snacked out of i pay a lot for me to only get grapes and apples
H,"Elk Grove, CA","Reviewed April 7, 2016",1.0,"This time this girl named KP was taking my order and when I ask her about discount she was so rude about it and she is like ""There is no button on screen that I can give you discount."" I told her ""We always get discount"" but she was like ""There is no discount. I never saw you before."" and she was very rude when she was talking to me.",['No Images'],this time this girl named kp was taking my order and when i ask her about discount she was so rude about it and she is like there is no button on screen that i can give you discount i told her we always get discount but she was like there is no discount i never saw you before and she was very rude when she was talking to me
MOHAN,"Potomac, MD","Reviewed April 3, 2016",1.0,"I buy smoothies from different places and this time for a change I bought a smoothie from STARBUCKS from a Starbucks outlet in Silver Spring, Maryland. It tasted so bad than all other smoothies I tasted over the years. Starbucks is good for ONLY COFFEE and why they should sell a product where they do not have expertise in it. Customers spend double the price for smoothie than any other places, hoping that it will be good compared with others, and the quality at Starbucks is worst than any other shops like Costco, McDonald's, Dunkin' Donut etc. I felt cheated by Starbucks while trash the smoothie which is like throwing $4.50 in a trash...???",['No Images'],i buy smoothies from different places and this time for a change i bought a smoothie from starbucks from a starbucks outlet in silver spring maryland it tasted so bad than all other smoothies i tasted over the years starbucks is good for only coffee and why they should sell a product where they do not have expertise in it customers spend double the price for smoothie than any other places hoping that it will be good compared with others and the quality at starbucks is worst than any other shops like costco mcdonalds dunkin donut etc i felt cheated by starbucks while trash the smoothie which is like throwing in a trash
margaret,"Tacoma, WA","Reviewed March 31, 2016",1.0,"Has anyone been annoyed with the service at Starbucks? Have you had the experience of going into a store and placing your order, then have your drink moved to the back of the line so that mobile orders get priority? Doesn't seem to matter if you have been already waiting for your drink, if a mobile order comes in you get bumped! Doesn't seem exactly customer friendly. I waited 20 min for my drink on a quiet day at a local Starbucks store. This was in the early afternoon and there was one person in front of me placing an order and only a total of 3 customers in the store. ",['No Images'],has anyone been annoyed with the service at starbucks have you had the experience of going into a store and placing your order then have your drink moved to the back of the line so that mobile orders get priority doesnt seem to matter if you have been already waiting for your drink if a mobile order comes in you get bumped doesnt seem exactly customer friendly i waited min for my drink on a quiet day at a local starbucks store this was in the early afternoon and there was one person in front of me placing an order and only a total of customers in the store
Wafa,"Aiken, SC","Reviewed March 9, 2016",1.0,I ordered coffee in a Starbucks branch in Aiken. The coffee was extremely hot and I waited 15 minutes before I took a sip yet as I was putting the cup down the cup became a flat soft piece of cartoon pushing the hot coffee from it right on my apple laptop ($1000) that didn't work afterwards. I had all my family pics and videos of all the precious events and all my work documents (I am a prof at the university and I do a lot of work from home since it takes 2 hours from home to campus and vice versa).,['No Images'],i ordered coffee in a starbucks branch in aiken the coffee was extremely hot and i waited minutes before i took a sip yet as i was putting the cup down the cup became a flat soft piece of cartoon pushing the hot coffee from it right on my apple laptop that didnt work afterwards i had all my family pics and videos of all the precious events and all my work documents i am a prof at the university and i do a lot of work from home since it takes hours from home to campus and vice versa
Serge,"West Palm Beach, FL","Reviewed March 8, 2016",2.0,"More than once, I enjoy a coffee or tea with my wife and children on weekends and after school during the week. Every time I notice tables are not clean. You will see coffee stains, sugar spilled, and straw wrappers. And this is in almost every Starbucks I visit (West Palm Beach Okeechobee near I 95, City Place, PGA at the mall). So one day I sent an email to their customer service department and I got a very polite response with a coupon in the mail the following week. But it never changes, I go back time and time again and there's always the same problem. Starbucks is too busy, they are driven by sales and profits only, a clean space with clean tables seems to be the last of their worries I guess.",['No Images'],more than once i enjoy a coffee or tea with my wife and children on weekends and after school during the week every time i notice tables are not clean you will see coffee stains sugar spilled and straw wrappers and this is in almost every starbucks i visit west palm beach okeechobee near i city place pga at the mall so one day i sent an email to their customer service department and i got a very polite response with a coupon in the mail the following week but it never changes i go back time and time again and theres always the same problem starbucks is too busy they are driven by sales and profits only a clean space with clean tables seems to be the last of their worries i guess
Kathy,"Hertford, NC","Reviewed March 6, 2016",1.0,"ONLINE STORE IS USELESS. You can only call Mon.-Fri. 8 a.m.-5 p.m -- terrible customer service. Takes 10 days before they ship the order. Now they are using lowest level of delivery, takes 7-10 days to arrive. They are continually out of stock on items. Emails are not answered promptly. When they do answer they tell you it will ship and then it doesn't.",['No Images'],online store is useless you can only call monfri am pm terrible customer service takes days before they ship the order now they are using lowest level of delivery takes days to arrive they are continually out of stock on items emails are not answered promptly when they do answer they tell you it will ship and then it doesnt
Rob,"Kirkland, WA","Reviewed March 2, 2016",1.0,"Starbucks response to my complaints was dog **. I have my whole company get the new spicy sandwich and it tasted like dog ** and we couldn't even eat it and threw out them and all they said was ""sorry we will tell the right people."" I've only ever complained about a company four times in my life and this is the only time I felt like I was told to go ** myself.",['No Images'],starbucks response to my complaints was dog i have my whole company get the new spicy sandwich and it tasted like dog and we couldnt even eat it and threw out them and all they said was sorry we will tell the right people ive only ever complained about a company four times in my life and this is the only time i felt like i was told to go myself
Linda,"Myrtle Beach, SC","Reviewed Feb. 25, 2016",1.0,"Starbucks is making a ""huge"" mistake when they introduced their new April 2016 policy change. Customers including myself are not supporting this change. Starbucks will be losing valuable customers like myself who has been a Gold Card Member since 2009. I go to Starbucks 3 to 4 times a week. Mostly for their coffee drinks and earn stars; 12 stars for a free drink ""now"" that is changing from 12 stars to 125 stars for a free drink. Also another bummer is to be a ""Gold Card"" member it was 30 stars now it is 300 stars. Who are they kidding! The other coffee companies are loving it... they will be getting Starbucks customers. Starbucks is not caring about their customers if they impose this outrageous plan. At least I will stop in to say Hello to the great staff at all of the Myrtle Beach Starbucks. Lets be Americans and vote ""NO Change!"" Thanks.",['No Images'],starbucks is making a huge mistake when they introduced their new april policy change customers including myself are not supporting this change starbucks will be losing valuable customers like myself who has been a gold card member since i go to starbucks to times a week mostly for their coffee drinks and earn stars stars for a free drink now that is changing from stars to stars for a free drink also another bummer is to be a gold card member it was stars now it is stars who are they kidding the other coffee companies are loving it they will be getting starbucks customers starbucks is not caring about their customers if they impose this outrageous plan at least i will stop in to say hello to the great staff at all of the myrtle beach starbucks lets be americans and vote no change thanks
Celeste,"El Cajon, CA","Reviewed Feb. 23, 2016",1.0,"When I found out today about the new Starbucks reward program, I couldn't believe it. I guess I will be giving up my daily habit as it is not worth it anymore. They make the new program out to be better but it is a marketing tactic. When the new points system launches, customers will have to earn 300 stars -- or spend close to $150 -- to reach gold status. After that, they will need 125 stars (the equivalent to spending about $63) in exchange for a free item. That is completely ridiculous. I am not sure what Marketing person came out with this idea but I would fire them. They are getting the public pretty fired up about this new program. Makes me sad. I once really thought that Starbucks was a great company that cared about its customers, apparently not.",['No Images'],when i found out today about the new starbucks reward program i couldnt believe it i guess i will be giving up my daily habit as it is not worth it anymore they make the new program out to be better but it is a marketing tactic when the new points system launches customers will have to earn stars or spend close to to reach gold status after that they will need stars the equivalent to spending about in exchange for a free item that is completely ridiculous i am not sure what marketing person came out with this idea but i would fire them they are getting the public pretty fired up about this new program makes me sad i once really thought that starbucks was a great company that cared about its customers apparently not
Brandy,"Denham Springs, LA","Reviewed Feb. 23, 2016",1.0,"My husband and I both own our own businesses. Mine is out of the home while his is run from in the home (web designer). We do have Starbucks regularly paying around 15 to 20 dollars for both of us to have the coffees of our choice. Our home burnt down, the day before my birthday. My husband only had the laptop to work on and since we were basically homeless the only thing he could do was go somewhere to work and Starbucks is a haven for people working on laptops. So he sat up his laptop, went and ordered a coffee, sat it down and as he sat down his foot touched the base of the table which almost flipped the wobbly table over and coffee poured into the laptop and one of our main sources of income. ",['No Images'],my husband and i both own our own businesses mine is out of the home while his is run from in the home web designer we do have starbucks regularly paying around to dollars for both of us to have the coffees of our choice our home burnt down the day before my birthday my husband only had the laptop to work on and since we were basically homeless the only thing he could do was go somewhere to work and starbucks is a haven for people working on laptops so he sat up his laptop went and ordered a coffee sat it down and as he sat down his foot touched the base of the table which almost flipped the wobbly table over and coffee poured into the laptop and one of our main sources of income
John,"Salem, OR","Reviewed Feb. 17, 2016",3.0,"I am a daily customer of Starbucks, and my experience is near perfect, except for the music. I would give Starbucks 5 Stars, but their music in the morning gives them only a 3 stars. They should stop trying to sell music and forcing music on us that detracts from an otherwise positive experience. (Their latest attempt at this their ridiculous Spotify.) Furthermore, they should give each store a variety of choices instead of one-size fits all. No music is better than what they're trying to cross market. Whoever is in charge of the music at corporate is way overpaid.",['No Images'],i am a daily customer of starbucks and my experience is near perfect except for the music i would give starbucks stars but their music in the morning gives them only a stars they should stop trying to sell music and forcing music on us that detracts from an otherwise positive experience their latest attempt at this their ridiculous spotify furthermore they should give each store a variety of choices instead of onesize fits all no music is better than what theyre trying to cross market whoever is in charge of the music at corporate is way overpaid
Doug,"Florence, MS","Reviewed Feb. 16, 2016",5.0,"I had a very good experience at your Clinton, MS location. Your associate Lucy was extremely nice and knew just how I wanted my coffee. The store was clean, and everyone was friendly. Trust me I will be a regular customer at this location. This was Monday evening about 7:30.",['No Images'],i had a very good experience at your clinton ms location your associate lucy was extremely nice and knew just how i wanted my coffee the store was clean and everyone was friendly trust me i will be a regular customer at this location this was monday evening about
kimberly,"Canonsburg, PA","Reviewed Feb. 8, 2016",1.0,"I ordered a Venti Pike Blend coffee on October 22, 2015 via drive through. The cup was faulty, was completely soaked around the top part of the cup and the lid was not able to hold the coffee. Unaware of this, I took a drink and the hot coffee went all over the front of me ruining my brand new camel hair coat. My leather interior was soaked and reeked of coffee as well. I telephoned the store in Canonsburg, PA where the coffee was purchased. The assistant manager answered the call. I explained to her what had just happened. She said ""I can't do anything about your coat and I can't do anything about your interior. Call corporate."" and with that she hung up. This manager has always treated me rudely. I wrote a letter to ""corporate,"" along with four (4) 8x10 COLOR photographs of the cup. ",['No Images'],i ordered a venti pike blend coffee on october via drive through the cup was faulty was completely soaked around the top part of the cup and the lid was not able to hold the coffee unaware of this i took a drink and the hot coffee went all over the front of me ruining my brand new camel hair coat my leather interior was soaked and reeked of coffee as well i telephoned the store in canonsburg pa where the coffee was purchased the assistant manager answered the call i explained to her what had just happened she said i cant do anything about your coat and i cant do anything about your interior call corporate and with that she hung up this manager has always treated me rudely i wrote a letter to corporate along with four x color photographs of the cup
Valerie,"Normal, IL","Reviewed Jan. 29, 2016",1.0,"I ordered a Verisimo 600 Brewer. I received an email confirming my order. I never received an email telling me that the order was shipped and when I kept checking their website to see when it was coming, there was nothing showing, not even my order. Surprisingly, I received it on 1/23. It did not work. No water was coming through the machine. I tried going on their website to see if there was any troubleshooting information. There was nothing listed for the problem. I then called the company to see if there was any information that I could get to solve the problem. The representative that answered the phone did not offer any helpful information, so she said that I could send it back for either a replacement or refund. I chose to send it back for a refund. I sent it back on the 24th. Since I didn't see anything back from the company giving me a status for the refund, I just called the company today. ",['No Images'],i ordered a verisimo brewer i received an email confirming my order i never received an email telling me that the order was shipped and when i kept checking their website to see when it was coming there was nothing showing not even my order surprisingly i received it on it did not work no water was coming through the machine i tried going on their website to see if there was any troubleshooting information there was nothing listed for the problem i then called the company to see if there was any information that i could get to solve the problem the representative that answered the phone did not offer any helpful information so she said that i could send it back for either a replacement or refund i chose to send it back for a refund i sent it back on the th since i didnt see anything back from the company giving me a status for the refund i just called the company today
YALIZA,"Spartanburg, SC","Reviewed Jan. 26, 2016",1.0,"CHK: **, TIME: 04:58 PM, **, Drawer: 1 Reg. On Jan 24, 2016, I had gone with my friend to Starbucks at 805 North Pine Street, Spartanburg, SC - ordered 3 coffee. The server was busy ""chatting"" with her colleagues and didn't pay any attention to what we were requesting - finally got our 3 hot coffee. Did she not have a clue to give a tray to hold the hot coffee or ask if we needed? She didn't bother to give an insulator for the hot coffee. Maybe when she is at work, instead of chatting, she can focus on what she is there for? I can send the image of receipt if asked for.",['No Images'],chk time pm drawer reg on jan i had gone with my friend to starbucks at north pine street spartanburg sc ordered coffee the server was busy chatting with her colleagues and didnt pay any attention to what we were requesting finally got our hot coffee did she not have a clue to give a tray to hold the hot coffee or ask if we needed she didnt bother to give an insulator for the hot coffee maybe when she is at work instead of chatting she can focus on what she is there for i can send the image of receipt if asked for
Judie,"Pahrump, NV","Reviewed Jan. 14, 2016",1.0,"I ordered two ice teas and requested no water or syrup, but did request extra ice. The clerk rang the order up and then told me she would have to charge me an extra 75 cents for each drink because I had ask for NO water. The charge was rung up as though I had ask for syrup in the drinks. A dollar fifty for NO water. I find this very hard to believe that the Base Exchange would tack on such a charge. I did some research by going to five other Starbucks (not on military bases) and none have such a charge. I talked to the Starbucks manager and she informed the Exchange manager Mr. ** had instituted the charge. I phoned Mr. ** and was told he was unavailable. I left a message and ask that he contact me. That was more than a week ago and have not received a call back. Why would such a charge be allowed? The clerk was Linda **. The date was January 3, 2016 11:46 A. This is the information taken from the receipt.",['No Images'],i ordered two ice teas and requested no water or syrup but did request extra ice the clerk rang the order up and then told me she would have to charge me an extra cents for each drink because i had ask for no water the charge was rung up as though i had ask for syrup in the drinks a dollar fifty for no water i find this very hard to believe that the base exchange would tack on such a charge i did some research by going to five other starbucks not on military bases and none have such a charge i talked to the starbucks manager and she informed the exchange manager mr had instituted the charge i phoned mr and was told he was unavailable i left a message and ask that he contact me that was more than a week ago and have not received a call back why would such a charge be allowed the clerk was linda the date was january a this is the information taken from the receipt
Pat,"New York, NY","Reviewed Jan. 9, 2016",1.0,"I have lived in my neighborhood for 15 years, and going to the local Starbucks on a weekly basis (that's a lot of money I've given them). The customer service had been pretty good during this time until the last few months. Most of the employees now working at the two Starbucks in my neighborhood are horrible, and don't seem to know a thing about good customer service. If you've ever done a Google search about customer service at Starbucks, you know what I'm talking about. There are numerous comments about how bad the customer service is, and I can definitely say that I agree 100%. ",['No Images'],i have lived in my neighborhood for years and going to the local starbucks on a weekly basis thats a lot of money ive given them the customer service had been pretty good during this time until the last few months most of the employees now working at the two starbucks in my neighborhood are horrible and dont seem to know a thing about good customer service if youve ever done a google search about customer service at starbucks you know what im talking about there are numerous comments about how bad the customer service is and i can definitely say that i agree
HOWARD,"Culver City, CA","Reviewed Dec. 13, 2015",1.0,"I went into your Starbucks store located at: 1356 Third Street Promenade, Santa Monica, California 90401 (310) 458-0266 and did NOT have a very good Starbucks Experience. I arrived just a little bit before 6:00 p.m. and at around 6:00 p.m. continuing onwards, your room temperature was extremely cold and uncomfortable during my Starbucks Dining Experience! I did complain about it and was told that they could do absolutely NOTHING ABOUT IT! This is far what I expect as a very loyal Starbucks gold card customer for the past seven (7) years!",['No Images'],i went into your starbucks store located at third street promenade santa monica california and did not have a very good starbucks experience i arrived just a little bit before pm and at around pm continuing onwards your room temperature was extremely cold and uncomfortable during my starbucks dining experience i did complain about it and was told that they could do absolutely nothing about it this is far what i expect as a very loyal starbucks gold card customer for the past seven years
suz,"St Simons Il, GA","Reviewed Dec. 10, 2015",1.0,"Every time I am in a Starbucks I find they are dirty and many times the restrooms are not only dirty but no soap, etc., employees fix food etc...they charge enough to be BETTER! A person needs to build a cute, clean coffee shop next door to each of them and people would go do a better one and less money too.",['No Images'],every time i am in a starbucks i find they are dirty and many times the restrooms are not only dirty but no soap etc employees fix food etcthey charge enough to be better a person needs to build a cute clean coffee shop next door to each of them and people would go do a better one and less money too
Michael,"Columbus, OH","Reviewed Nov. 27, 2015",2.0,"I am Michael, I live in Columbus, Ohio. I use a variety of Starbucks locations in this city and service at the individual shops seem to be very good. However navigating their website to sign up for the apps and phone pay is a circus. I am incredulous that a company who claims to care for their client base as this one does has seemingly no one paying any attention to detail or even who gives a damn about the customer. I guess they do not want my money. I can work with this. We also have several local coffee shops who have great coffee and I now will frequent them more often! Starbucks you are losing your customer base with no customer loyalty. Train your baristas to be good people persons while at work and fix the danged website!",['No Images'],i am michael i live in columbus ohio i use a variety of starbucks locations in this city and service at the individual shops seem to be very good however navigating their website to sign up for the apps and phone pay is a circus i am incredulous that a company who claims to care for their client base as this one does has seemingly no one paying any attention to detail or even who gives a damn about the customer i guess they do not want my money i can work with this we also have several local coffee shops who have great coffee and i now will frequent them more often starbucks you are losing your customer base with no customer loyalty train your baristas to be good people persons while at work and fix the danged website
C.V.,"Seattle, WA","Reviewed Nov. 11, 2015",5.0,"After my Starbucks Card internet Starbucks Site sign in failed (for a card reload) on several occasions, I attempted to reset my password using the Starbucks Internet site. However, my reset Starbucks Internet sign password continued to fail. As a result, I contacted Starbucks Customer Service online. I subsequently received an email providing instructions which instructions did not solve the problem. I suggest that Starbucks knowledge of this issue and it's refusal, inability, intentional efforts or negligence to efficaciously address this issue represents gross unintentional negligence up to an intentional and unprovoked but secretive act of malice.",['No Images'],after my starbucks card internet starbucks site sign in failed for a card reload on several occasions i attempted to reset my password using the starbucks internet site however my reset starbucks internet sign password continued to fail as a result i contacted starbucks customer service online i subsequently received an email providing instructions which instructions did not solve the problem i suggest that starbucks knowledge of this issue and its refusal inability intentional efforts or negligence to efficaciously address this issue represents gross unintentional negligence up to an intentional and unprovoked but secretive act of malice
Theresa,"Braselton, GA","Reviewed Nov. 11, 2015",1.0,"My 16-year-old daughter went into the Starbucks inside the Kroger, Jefferson, GA. She was second in line, ordered and paid for her drink. Several people came in after her, ordered their drinks and left before she received her drink. After I dropped her off at school, I contacted this Starbucks to find out what happened. The lady I spoke with seemed uncaring and unconcerned about the situation. She stated that the cups may have gotten out of order, she wasn't making the drinks and she did not know. Not once in the conversation did she apologize or sound as if she cared. ",['No Images'],my yearold daughter went into the starbucks inside the kroger jefferson ga she was second in line ordered and paid for her drink several people came in after her ordered their drinks and left before she received her drink after i dropped her off at school i contacted this starbucks to find out what happened the lady i spoke with seemed uncaring and unconcerned about the situation she stated that the cups may have gotten out of order she wasnt making the drinks and she did not know not once in the conversation did she apologize or sound as if she cared
